date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2014-01-29,12,poettering:9|gnome:1|jklm:2,343,207,28,12
2014-01-30,8,poettering:3|jklm:2|in:1|mageia:1|redhat:1,164,114,10,8
2014-01-31,16,gmail:1|kroah:1|linux:6|jklm:2|poettering:4|redhat:1|coreos:1,438,277,49,16
2014-02-01,4,jklm:2|vrfy:2,24,28,9,4
2014-02-02,2,gmail:1|in:1,28,58,3,2
2014-02-03,4,jklm:1|poettering:2|in:1,114,86,13,4
2014-02-04,3,poettering:1|redhat:1|jklm:1,524,358,12,3
2014-02-05,9,poettering:8|jklm:1,474,78,22,9
2014-02-06,16,poettering:7|in:3|jklm:1|opendz:1|libero:1|zarb:3,640,291,47,16
2014-02-07,13,gmail:2|poettering:6|jklm:2|web:1|redhat:2,282,179,28,13
2014-02-08,6,in:4|archlinux:1|opendz:1,49,35,16,6
2014-02-09,4,in:3|mageia:1,29,25,8,4
2014-02-10,14,jklm:5|redhat:4|poettering:4|gmail:1,303,135,34,14
2014-02-11,8,jklm:1|poettering:6|opensuse:1,455,246,21,8
2014-02-12,15,poettering:6|zx2c4:1|in:4|jklm:2|gmail:1|thewalter:1,742,774,60,15
2014-02-13,27,poettering:18|jklm:2|archlinux:1|opendz:2|purdue:1|in:3,1806,1342,149,27
2014-02-14,20,archlinux:1|gmail:2|poettering:7|in:5|purdue:1|jklm:4,546,334,76,20
2014-02-15,9,gmail:2|vrfy:2|jklm:1|opendz:1|in:3,443,360,29,9
2014-02-16,11,gmail:3|jklm:3|poettering:1|inai:4,165,97,18,11
2014-02-17,22,poettering:11|mecheye:1|axis:1|debian:1|inai:6|in:2,474,377,86,22
2014-02-18,34,poettering:9|inai:3|vrfy:3|gmail:5|jklm:4|purdue:1|linux:4|opensuse:1|archlinux:1|in:2|zx2c4:1,1481,562,80,34
2014-02-19,45,vrfy:7|poettering:20|gmail:5|jklm:6|partner:2|in:2|samsung:2|opendz:1,1426,1290,223,45
2014-02-20,31,poettering:11|gmail:6|archlinux:1|jklm:6|axis:1|zarb:2|purdue:1|in:2|pp1:1,1768,1334,98,31
